ZIP_CODE,COUNTY,Y,STORE_TYPE,CITY,Ï»¿X,LATITUDE,ADDITONAL_ADDRESS,INCENTIVE_PROGRAM,GRANTEE_NAME,STORE_NAME,STATE,OBJECTID,STORE_STREET_ADDRESS,RECORD_ID,ZIP4,LONGITUDE,FOOD_COMPOSITE_KEY,TAX_OBJ_ID,ACCOUNT_NUM,APPRAISAL_YR_x,BLDG_CLASS_DESC,YEAR_BUILT,REMODEL_YR,GROSS_BLDG_AREA,FOUNDATION_TYP_DESC,FOUNDATION_AREA,BASEMENT_DESC,BASEMENT_AREA,NUM_STORIES,CONSTR_TYP_DESC,HEATING_TYP_DESC,AC_TYP_DESC,NUM_UNITS,NET_LEASE_AREA,PROPERTY_NAME,PROPERTY_QUAL_DESC,PROPERTY_COND_DESC,PHYS_DEPR_PCT,FUNCT_DEPR_PCT,EXTRNL_DEPR_PCT,TOT_DEPR_PCT,IMP_VAL,LAND_VAL,MKT_VAL,APPR_METHOD_DESC,COMPARABILITY_CD,PCT_COMPLETE,APPRAISAL_YR_y,DIVISION_CD,BIZ_NAME,OWNER_NAME1,OWNER_NAME2,EXCLUDE_OWNER,OWNER_ADDRESS_LINE1,OWNER_ADDRESS_LINE2,OWNER_ADDRESS_LINE3,OWNER_ADDRESS_LINE4,OWNER_CITY,OWNER_STATE,OWNER_ZIPCODE,OWNER_COUNTRY,STREET_NUM,STREET_HALF_NUM,FULL_STREET_NAME,BLDG_ID,UNIT_ID,PROPERTY_CITY,PROPERTY_ZIPCODE,MAPSCO,NBHD_CD,LEGAL1,LEGAL2,LEGAL3,LEGAL4,LEGAL5,DEED_TXFR_DATE,GIS_PARCEL_ID,PHONE_NUM,LMA,IMA,SNAP_COMPOSITE_KEY
75052,DALLAS,3856668.81316931,Super Store,GRAND PRAIRIE,-10797340.0558433,32.708447,,,,El Rancho 1633,TX,146272.0,2506 S BELT LINE RD,1329196.0,5342,-96.994156,2506 S BELT LINE RD GRAND PRAIRIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75211,DALLAS,3858335.35397569,Convenience Store,DALLAS,-10785849.8806426,32.721043,Ste 104,,,Ms Food Mart,TX,146283.0,4323 W ILLINOIS AVE,1656424.0,8460,-96.890938,4323 W ILLINOIS AVE DALLAS,00517200010100000,00517200010100000,2024.0,CONVENIENCE STORE,2008.0,2008.0,9263.0,CONCRETE SLAB,9263.0,NONE,0.0,1.0,D-WOOD FRAME,CENTRAL HEAT,CENTRAL A/C,0.0,9263.0,CHEVRON / WASH & DRY/ TAX,EXCELLENT,GOOD,24.0,0.0,0.0,24.0,,,,COST,A CLASS,1.0,2024.0,COM,CHEVRON / WASH & DRY/ TAX,DSAIR ENTERTAINMENT INC,,N,,3708 N WHITE CHAPEL BLVD,,,SOUTHLAKE,TEXAS,760922042.0,UNITED STATES OF AMERICA,4323.0,,W ILLINOIS AVE,,,DALLAS,752118460,52-V (DALLAS),UNASSIGNED,VAIDEN HILL 1,BLK 1/5172 LT 10  ACS 0.8783,,INT202100204996 DD07082021 CO-DC,5172 001   01000      8DA5172 001,07/09/2021,00517200010100000,,2DSM05,360500,4323 W ILLINOIS AVE DALLAS
75228,DALLAS,3868059.72887943,Convenience Store,DALLAS,-10764570.6033801,32.794506,,,,7-eleven Convenience Store 35424A,TX,146285.0,8201 E R L THORNTON FWY,1359388.0,7103,-96.699783,8201 E R L THORNTON FWY DALLAS,00847300010010000,00847300010010000,2024.0,CONVENIENCE STORE,1999.0,1999.0,3634.0,CONCRETE BEAM,3634.0,NONE,0.0,1.0,"C-MASONRY, BLOCK, TILT-WALL",CENTRAL HEAT,CENTRAL A/C,0.0,3634.0,7-ELEVEN/EXXON,EXCELLENT,GOOD,37.0,0.0,0.0,37.0,,,,COST,A CLASS,1.0,2024.0,COM,7-ELEVEN/EXXON,SEJ ASST MGMT & INVESTMENT COMPANY,,N,%7 ELEVEN INC ONE ARTS PLAZA,1722 ROUTH ST STE 1000,,,DALLAS,TEXAS,752012504,UNITED STATES OF AMERICA,8201.0,,E R L THORNTON FWY,,,DALLAS,752287103,48-E (DALLAS),UNASSIGNED,EXXON JIM MILLER,BLK 1/8473 LT 1 ACS 0.8869,,INT201300115309 DD04012013 CO-DC,8473 001   00100      7DA8473 001,04/15/2013,00847300010010000,,1DSJ15,360800,8201 E R L THORNTON FWY DALLAS
75228,DALLAS,3870085.08914737,Convenience Store,DALLAS,-10762801.5140324,32.809799,,,,Ez Trip Food Store #2,TX,146394.0,2944 N BUCKNER BLVD,1599653.0,4852,-96.683891,2944 N BUCKNER BLVD DALLAS,00000726331000000,00000726331000000,2024.0,CONVENIENCE STORE,1982.0,1992.0,2510.0,CONCRETE BEAM,2510.0,NONE,0.0,1.0,"C-MASONRY, BLOCK, TILT-WALL",CENTRAL HEAT,CENTRAL A/C,0.0,2510.0,EZ TRIP FOOD STORE,GOOD,GOOD,50.0,0.0,0.0,50.0,,,,COST,B CLASS,1.0,2024.0,COM,EZ TRIP FOOD STORE,KHANANI INVESTMENTS INC,,N,,10550 WALNUT ST,,,DALLAS,TEXAS,752435346,UNITED STATES OF AMERICA,2944.0,,N BUCKNER BLVD,,,DALLAS,752284852,38-Y (DALLAS),UNASSIGNED,BLK 7381,TR 1 ACS 0.3999,BUCKNER & PEAVY RD,INT201000311920 DD12012010 CO-DC,7381 000   00100      3007381 000,12/08/2010,00000726331000000,,1DSJ15,360800,2944 N BUCKNER BLVD DALLAS
75041,DALLAS,3876856.87636362,Convenience Store,GARLAND,-10758217.8226795,32.860912,,,,7-eleven Convenience Store 38550A,TX,146497.0,806 W CENTERVILLE RD,1359204.0,5803,-96.642715,806 W CENTERVILLE RD GARLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75149,DALLAS,3865859.94633404,Convenience Store,MESQUITE,-10755845.8269696,32.777893,,,,Raceway #725,TX,146629.0,1015 GROSS RD,1661364.0,2166,-96.621407,1015 GROSS RD MESQUITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75019,DALLAS,3888452.68256515,Convenience Store,COPPELL,-10797256.0096278,32.948368,,,,7-eleven Convenience Store 38671A,TX,146631.0,890 S DENTON TAP RD,1397692.0,4509,-96.993401,890 S DENTON TAP RD COPPELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75038,DALLAS,3876410.54149734,Convenience Store,IRVING,-10798164.7106311,32.857544,,,,Quick Way Corner Store,TX,146854.0,3700 CHEYENNE ST,1360258.0,6601,-97.001564,3700 CHEYENNE ST IRVING,32338510010020000,32338510010020000,2024.0,RETAIL STRIP,1983.0,2005.0,11250.0,CONCRETE SLAB,11250.0,NONE,0.0,1.0,"C-MASONRY, BLOCK, TILT-WALL",CENTRAL HEAT,CENTRAL A/C,0.0,10564.0,NORTHGATE PLACE,AVERAGE,GOOD,0.0,0.0,0.0,0.0,,,,INCOME,C CLASS,1.0,2024.0,COM,NORTHGATE PLACE,HC&C INVESTMENTS LLC,,N,,266 LYNDSIE DR,,,COPPELL,TEXAS,750196636.0,UNITED STATES OF AMERICA,3700.0,,CHEYENNE ST,,,IRVING,750386601,21A-W (DALLAS),UNASSIGNED,NORTHGATE PLACE,BLK A LOT 2 ACS 1.1904,,INT20080353351 DD10312008 CO-DC,3385100100200         1CI33851001,11/06/2008,32338510010020000,,1ISA06,361600,3700 CHEYENNE ST IRVING
75226,DALLAS,3866828.76399805,Convenience Store,DALLAS,-10772943.0536021,32.78521,,,,7-Eleven Convenience Store 38519A,TX,146976.0,3435 COMMERCE ST,1398090.0,1635,-96.774994,3435 COMMERCE ST DALLAS,00082800010010000,00082800010010000,2024.0,CONVENIENCE STORE,2019.0,2019.0,3240.0,CONCRETE SLAB,3240.0,NONE,0.0,1.0,"C-MASONRY, BLOCK, TILT-WALL",CENTRAL HEAT,CENTRAL A/C,0.0,3240.0,7 ELEVEN,EXCELLENT,EXCELLENT,0.0,0.0,0.0,0.0,,,,COST,A CLASS,1.0,2024.0,COM,7 ELEVEN,SUNSET APARTMENTS LP,,N,,1278 GLENNEYRE ST # 419,,,LAGUNA BEACH,CALIFORNIA,926513103.0,UNITED STATES OF AMERICA,3435.0,,COMMERCE ST,,,DALLAS,752261635,46-J (DALLAS),UNASSIGNED,CAMPBELL & DAUGHTER,BLK 1/828 PTLT 1 LESS ROW,ACS 0.52,INT202100381173 DD12212021 CO-DC,0828 001   00100      7DA0828 001,12/22/2021,00082800010010000,,1DSDE1,3609DE,3435 COMMERCE ST DALLAS
75226,DALLAS,3866828.76399805,Convenience Store,DALLAS,-10772943.0536021,32.78521,,,,7-Eleven Convenience Store 38519A,TX,146976.0,3435 COMMERCE ST,1398090.0,1635,-96.774994,3435 COMMERCE ST DALLAS,00082800010010100,00082800010010100,2024.0,LAND ONLY,0.0,0.0,0.0,UNASSIGNED,0.0,UNASSIGNED,0.0,0.0,UNASSIGNED,UNASSIGNED,UNASSIGNED,0.0,0.0,VACANT,UNASSIGNED,UNASSIGNED,0.0,0.0,0.0,0.0,,,,COST,UNASSIGNED,0.0,2024.0,COM,VACANT,RETAIL PARKING LLC,,N,,2030 MAIN ST STE 342,,,DALLAS,TEXAS,752014430,UNITED STATES OF AMERICA,3435.0,,COMMERCE ST,,,DALLAS,         ,46-J (DALLAS),UNASSIGNED,CAMPBELL & DAUGHTER,BLK 1/828 PTLT 1.1 LESS ROW,ACS 0.094,INT202000231756 DD08202020 CO-DC,0828 001   00101      7DA0828 001,08/27/2020,00082800010010100,,1DSDE1,UNASSIGNED,3435 COMMERCE ST DALLAS
75050,DALLAS,3861011.75852823,Convenience Store,GRAND PRAIRIE,-10800952.929917,32.741268,,,,Fast Trac Food Mart,TX,147035.0,1702 W MAIN ST,1567910.0,5210,-97.026611,1702 W MAIN ST GRAND PRAIRIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75220,DALLAS,3877287.19208606,Super Store,DALLAS,-10782813.6415313,32.864159,,,,CARNIVAL 77,TX,147120.0,3460 WEBB CHAPEL EXT,865646.0,6751,-96.863663,3460 WEBB CHAPEL EXT DALLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75181,DALLAS,3859159.58217137,Convenience Store,BALCH SPRINGS,-10753687.6760016,32.727272,Ste 1,,,Tito's Meat Market,TX,147456.0,3000 PIONEER RD,1323569.0,2151,-96.60202,3000 PIONEER RD BALCH SPRINGS,60123500060130100,60123500060130100,2024.0,RETAIL STRIP,1985.0,1985.0,3040.0,CONCRETE SLAB,3040.0,NONE,0.0,1.0,D-WOOD FRAME,CENTRAL HEAT,CENTRAL A/C,0.0,3040.0,CARNICERIA LA PLAYITA,EXCELLENT,EXCELLENT,0.0,0.0,0.0,0.0,,,,INCOME,C CLASS,1.0,2024.0,COM,CARNICERIA LA PLAYITA,LUCAS BASS HOLDINGS LTD,,N,% CAROLYN LUCAS BASS,4316 MCFARLIN BLVD,,,DALLAS,TEXAS,752051629,UNITED STATES OF AMERICA,3000.0,,PIONEER RD,,,BALCH SPRINGS,751812138,59A-R (DALLAS),UNASSIGNED,MEADOW LAKE,BLK F LT 13.1 ACS 0.6046,NW 200 FT LT 13 LESS ROW,VOL2005123/3991 DD06182005 CO-DC,1235000601301         31212350006,06/23/2005,60123500060130100,,3MSE02,362200,3000 PIONEER RD BALCH SPRINGS
75227,DALLAS,3865126.07066713,Convenience Store,DALLAS,-10764549.4526768,32.77235,,,,Super Amigos,TX,147569.0,7002 MILITARY PKWY,1371877.0,3803,-96.699593,7002 MILITARY PKWY DALLAS,005824000A06A0000,005824000A06A0000,2024.0,CONVENIENCE STORE,2005.0,2005.0,4790.0,CONCRETE SLAB,4790.0,NONE,0.0,1.0,"C-MASONRY, BLOCK, TILT-WALL",CENTRAL HEAT,CENTRAL A/C,0.0,4790.0,VALERO/ AMIGOS,EXCELLENT,EXCELLENT,30.0,0.0,0.0,30.0,,,,INCOME,A CLASS,1.0,2024.0,COM,VALERO/ AMIGOS,SOFI PETRO INC,,N,,7002 MILITARY PKWY,,,DALLAS,TEXAS,752273803.0,UNITED STATES OF AMERICA,7002.0,,MILITARY PKWY,,,DALLAS,752273803,48-S (DALLAS),UNASSIGNED,BUDRI INVESTMENT,BLK A/5824 LT 6A ACS 0.648,,INT202100159184 DD05272021 CO-DC,5824 00A   06A00      3DA5824 00A,05/28/2021,005824000A06A0000,,2DSK19,360700,7002 MILITARY PKWY DALLAS
75150,DALLAS,3874976.50062555,Convenience Store,MESQUITE,-10756740.0564392,32.846722,Ste 101,,,Starmart Shell,TX,147570.0,6500 NORTHWEST DR,1371879.0,1300,-96.62944,6500 NORTHWEST DR MESQUITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75231,DALLAS,3878243.16694285,Super Store,DALLAS,-10771600.3179042,32.871372,,,,Costco Wholesale 655,TX,147618.0,8282 PARK LN,1371333.0,6099,-96.762932,8282 PARK LN DALLAS,005203001203A0000,005203001203A0000,2024.0,DISCOUNT STORE,1992.0,2000.0,136122.0,CONCRETE SLAB,136122.0,NONE,0.0,1.0,"C-MASONRY, BLOCK, TILT-WALL",CENTRAL HEAT,CENTRAL A/C,0.0,151633.0,COSTCO,GOOD,GOOD,43.0,0.0,0.0,43.0,,,,INCOME,B CLASS,1.0,2024.0,COM,COSTCO,GREENVILLE CENTRE LC,,N,% PROPERTY TAX DEPT 655,730 LAKE DR,,,ISSAQUAH,WASHINGTON,980275504,UNITED STATES OF AMERICA,8282.0,,PARK LN,,,DALLAS,75231    ,26-T (DALLAS),UNASSIGNED,SAM'S PARK LANE ADDN,BLK 12/5203 LOT 3A ACS 13.1381,,INT201600073333 DD03102016 CO-DC,5203 012   03A00      7DA5203 012,03/21/2016,005203001203A0000,,1DSG10,361000,8282 PARK LN DALLAS
75231,DALLAS,3878243.16694285,Super Store,DALLAS,-10771600.3179042,32.871372,,,,Costco Wholesale 655,TX,147618.0,8282 PARK LN,1371333.0,6099,-96.762932,8282 PARK LN DALLAS,005203001203A0001,005203001203A0000,2024.0,DISCOUNT STORE,2020.0,2020.0,18153.0,CONCRETE SLAB,18153.0,NONE,0.0,1.0,"C-MASONRY, BLOCK, TILT-WALL",CENTRAL HEAT,CENTRAL A/C,0.0,0.0,ADDITION,GOOD,EXCELLENT,0.0,0.0,0.0,0.0,,,,INCOME,A CLASS,1.0,2024.0,COM,COSTCO,GREENVILLE CENTRE LC,,N,% PROPERTY TAX DEPT 655,730 LAKE DR,,,ISSAQUAH,WASHINGTON,980275504,UNITED STATES OF AMERICA,8282.0,,PARK LN,,,DALLAS,75231    ,26-T (DALLAS),UNASSIGNED,SAM'S PARK LANE ADDN,BLK 12/5203 LOT 3A ACS 13.1381,,INT201600073333 DD03102016 CO-DC,5203 012   03A00      7DA5203 012,03/21/2016,005203001203A0000,,1DSG10,361000,8282 PARK LN DALLAS
75247,DALLAS,3870910.27205974,Convenience Store,DALLAS,-10783803.0491654,32.816029,,,,Racetrac 2499,TX,147810.0,1015 W MOCKINGBIRD LN,1372262.0,5117,-96.872551,1015 W MOCKINGBIRD LN DALLAS,00794000450010000,00794000450010000,2024.0,CONVENIENCE STORE,2019.0,2019.0,6016.0,CONCRETE SLAB,6016.0,NONE,0.0,1.0,S-PRE-ENGINEERED STEEL BLDGS,CENTRAL HEAT,CENTRAL A/C,1.0,6016.0,RACETRAC,EXCELLENT,EXCELLENT,5.0,0.0,0.0,5.0,,,,COST,A CLASS,1.0,2024.0,COM,RACETRAC,RACETRAC PETROLEUM INC,,N,,200 GALLERIA PKWY SE STE 900,,,ATLANTA,GEORGIA,303395945,UNITED STATES OF AMERICA,1015.0,,W MOCKINGBIRD LN,,,DALLAS,         ,33-T (DALLAS),UNASSIGNED,RACETRAC AMBASSADOR,BLK 45/7940 LT 1 ACS 1.781,,INT201700357492 DD12222017 CO-DC,7940 045   00100      8DA7940 045,12/22/2017,00794000450010000,,1DSH05,361600,1015 W MOCKINGBIRD LN DALLAS
75238,DALLAS,3879170.05835496,Convenience Store,DALLAS,-10764586.7447062,32.878365,,,,Swift T #8,TX,147876.0,9666 PLANO RD,910953.0,2923,-96.699928,9666 PLANO RD DALLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75061,DALLAS,3873110.99859302,Convenience Store,IRVING,-10800429.8396298,32.832642,Ste 158,,,1st Stop,TX,148012.0,1800 VALLEY VIEW LN,1393481.0,3550,-97.021912,1800 VALLEY VIEW LN IRVING,322555400A0010000,322555400A0010000,2024.0,RETAIL STRIP,1985.0,1985.0,21280.0,CONCRETE SLAB,21280.0,UNASSIGNED,0.0,1.0,S-PRE-ENGINEERED STEEL BLDGS,CENTRAL HEAT,CENTRAL A/C,0.0,40107.0,CIMARRON PLAZA,AVERAGE,AVERAGE,60.0,0.0,0.0,60.0,,,,INCOME,C CLASS,1.0,2024.0,COM,CIMARRON PLAZA,MOKHTAR ALBERT &,,N,MOKHTAR DAVID,1523 EDRIS DR,,,LOS ANGELES,CALIFORNIA,900352914,UNITED STATES OF AMERICA,1800.0,,VALLEY VIEW LN,,,IRVING,750614072,31-K (DALLAS),UNASSIGNED,LAKESIDE SHOPPING CENTER,BLK A LT 1 LESS ROW ACS 4.1874,,VOL95206/4032 DD102395 CO-DALLAS,2555400A00100         1CI2555400A,05/19/2023,322555400A0010000,,1ISA08,361700,1800 VALLEY VIEW LN IRVING
75061,DALLAS,3873110.99859302,Convenience Store,IRVING,-10800429.8396298,32.832642,Ste 158,,,1st Stop,TX,148012.0,1800 VALLEY VIEW LN,1393481.0,3550,-97.021912,1800 VALLEY VIEW LN IRVING,322555400A0010001,322555400A0010000,2024.0,RETAIL STRIP,1985.0,1985.0,18720.0,CONCRETE SLAB,18720.0,UNASSIGNED,0.0,1.0,S-PRE-ENGINEERED STEEL BLDGS,CENTRAL HEAT,CENTRAL A/C,0.0,0.0,CIMARRON PLAZA,AVERAGE,AVERAGE,60.0,0.0,0.0,60.0,,,,INCOME,C CLASS,1.0,2024.0,COM,CIMARRON PLAZA,MOKHTAR ALBERT &,,N,MOKHTAR DAVID,1523 EDRIS DR,,,LOS ANGELES,CALIFORNIA,900352914,UNITED STATES OF AMERICA,1800.0,,VALLEY VIEW LN,,,IRVING,750614072,31-K (DALLAS),UNASSIGNED,LAKESIDE SHOPPING CENTER,BLK A LT 1 LESS ROW ACS 4.1874,,VOL95206/4032 DD102395 CO-DALLAS,2555400A00100         1CI2555400A,05/19/2023,322555400A0010000,,1ISA08,361700,1800 VALLEY VIEW LN IRVING
75042,DALLAS,3883274.94697408,Convenience Store,GARLAND,-10762319.9459152,32.909328,,,,Lovely Mart,TX,148026.0,3249 FOREST LN,1636301.0,7102,-96.679565,3249 FOREST LN GARLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75061,DALLAS,3871884.40673807,Grocery Store,IRVING,-10797316.2334723,32.823383,,,,Triveni Indian Supermarket,TX,148030.0,839 N BELT LINE RD,1390463.0,6317,-96.993942,839 N BELT LINE RD IRVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75216,DALLAS,3854440.33470088,Convenience Store,DALLAS,-10777311.0077819,32.691601,,,,Ok Food Mart 8,TX,148181.0,4328 S MARSALIS AVE,1378844.0,6158,-96.814232,4328 S MARSALIS AVE DALLAS,00000480541000001,00000480541000000,2024.0,FREE STANDING RETAIL STORE,1994.0,1994.0,608.0,CONCRETE SLAB,608.0,NONE,0.0,1.0,D-WOOD FRAME,CENTRAL HEAT,CENTRAL A/C,0.0,0.0,FISHERS TAX SERVICES,AVERAGE,GOOD,0.0,0.0,0.0,0.0,,,,INCOME,A CLASS,1.0,2024.0,COM,QT FOOD MART/ON THE LOW,GHIMIRE SUNITA S,,N,,401 SILVERADO TRL,,,KELLER,TEXAS,762481639.0,UNITED STATES OF AMERICA,4328.0,,S MARSALIS AVE,,,DALLAS,752166158,65-E (DALLAS),UNASSIGNED,SOUTH MARSALIS PARK,BLK 3/6004 LT 10B & 11,MARSALIS AVE & ANN ARBOR,INT201100155412 DD06162011 CO-DC,6004 003   10B00      2DA6004 003,06/16/2011,00000480541000000,,2DSN14,360600,4328 S MARSALIS AVE DALLAS
75216,DALLAS,3854440.33470088,Convenience Store,DALLAS,-10777311.0077819,32.691601,,,,Ok Food Mart 8,TX,148181.0,4328 S MARSALIS AVE,1378844.0,6158,-96.814232,4328 S MARSALIS AVE DALLAS,00000480541000000,00000480541000000,2024.0,RETAIL STRIP,1966.0,1966.0,1703.0,CONCRETE SLAB,1703.0,NONE,0.0,1.0,"C-MASONRY, BLOCK, TILT-WALL",CENTRAL HEAT,CENTRAL A/C,0.0,2311.0,QT FOOD MART/ON THE LOW,AVERAGE,AVERAGE,0.0,0.0,0.0,0.0,,,,INCOME,B CLASS,1.0,2024.0,COM,QT FOOD MART/ON THE LOW,GHIMIRE SUNITA S,,N,,401 SILVERADO TRL,,,KELLER,TEXAS,762481639.0,UNITED STATES OF AMERICA,4328.0,,S MARSALIS AVE,,,DALLAS,752166158,65-E (DALLAS),UNASSIGNED,SOUTH MARSALIS PARK,BLK 3/6004 LT 10B & 11,MARSALIS AVE & ANN ARBOR,INT201100155412 DD06162011 CO-DC,6004 003   10B00      2DA6004 003,06/16/2011,00000480541000000,,2DSN14,360600,4328 S MARSALIS AVE DALLAS
75044,DALLAS,3888869.22885076,Convenience Store,GARLAND,-10761712.6980929,32.951508,,,,Corner Stop 2,TX,148714.0,3005 APOLLO RD,1244626.0,6115,-96.67411,3005 APOLLO RD GARLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75042,DALLAS,3884148.52963544,Convenience Store,GARLAND,-10760679.9871768,32.915916,,,,Food Mart One,TX,148747.0,2430 W WALNUT ST,1099129.0,6623,-96.664833,2430 W WALNUT ST GARLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75229,DALLAS,3881667.18377794,Super Store,DALLAS,-10783637.4057631,32.897202,Ste 131,,,EL RIO GRANDE LATIN MARKET 8,TX,148789.0,10909 WEBB CHAPEL RD,1238915.0,3739,-96.871063,10909 WEBB CHAPEL RD DALLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75237,DALLAS,3850604.11959801,Convenience Store,DALLAS,-10783327.4923008,32.662594,,,,7-Eleven Convenience Store 38412A,TX,148846.0,2935 W CAMP WISDOM RD,1377647.0,2821,-96.868279,2935 W CAMP WISDOM RD DALLAS,00000498271500001,00000498271500000,2024.0,CANOPY,2020.0,2020.0,3268.0,CONCRETE SLAB,3268.0,NONE,0.0,1.0,S-PRE-ENGINEERED STEEL BLDGS,NONE,NONE,0.0,0.0,CANOPY,VERY GOOD,GOOD,0.0,0.0,0.0,0.0,,,,COST,A CLASS,1.0,2024.0,COM,7 11,W CAMP WISDOM LLC,,N,STORE 38412,PO BOX 711,,,DALLAS,TEXAS,752210711.0,UNITED STATES OF AMERICA,2935.0,,W CAMP WISDOM RD,,,DALLAS,75237    ,63-U (DALLAS),UNASSIGNED,CAMP WISDOM ESTATES,BLK C/6047 LT 1A  LESS ROW,ACS 0.8574,INT201900185750 DD07112019 CO-DC,6047 00C   01A00      2006047 00C,07/18/2019,00000498271500000,,2DSN6D,360500,2935 W CAMP WISDOM RD DALLAS
75237,DALLAS,3850604.11959801,Convenience Store,DALLAS,-10783327.4923008,32.662594,,,,7-Eleven Convenience Store 38412A,TX,148846.0,2935 W CAMP WISDOM RD,1377647.0,2821,-96.868279,2935 W CAMP WISDOM RD DALLAS,00000498271500000,00000498271500000,2024.0,CONVENIENCE STORE,2019.0,2019.0,3080.0,CONCRETE SLAB,3080.0,NONE,0.0,1.0,D-WOOD FRAME,CENTRAL HEAT,CENTRAL A/C,0.0,3080.0,7 11,EXCELLENT,EXCELLENT,4.0,0.0,0.0,4.0,,,,COST,A CLASS,1.0,2024.0,COM,7 11,W CAMP WISDOM LLC,,N,STORE 38412,PO BOX 711,,,DALLAS,TEXAS,752210711.0,UNITED STATES OF AMERICA,2935.0,,W CAMP WISDOM RD,,,DALLAS,75237    ,63-U (DALLAS),UNASSIGNED,CAMP WISDOM ESTATES,BLK C/6047 LT 1A  LESS ROW,ACS 0.8574,INT201900185750 DD07112019 CO-DC,6047 00C   01A00      2006047 00C,07/18/2019,00000498271500000,,2DSN6D,360500,2935 W CAMP WISDOM RD DALLAS
75201,DALLAS,3867656.63197743,Convenience Store,DALLAS,-10775253.9349115,32.791462,,,,7-eleven Convenience Store 33624A,TX,149001.0,1722 ROUTH ST,1307036.0,2535,-96.795753,1722 ROUTH ST DALLAS,00000107131009901,00000107131009900,2024.0,RETAIL STRIP,2005.0,2005.0,53450.0,PIERS,37000.0,UNASSIGNED,0.0,1.0,A-STRUCTURAL STEEL FRAME,CENTRAL HEAT,CENTRAL A/C,0.0,0.0,ONE ARTS PLAZA,EXCELLENT,EXCELLENT,0.0,0.0,0.0,0.0,,,,INCOME,A CLASS,1.0,2024.0,COM,ONE ARTS PLAZA,BILLINGSLEY ARTS,,N,PARTNERS LTD     STE 1100,4100 INTERNATIONAL PKWY,,,CARROLLTON,TEXAS,750071971,UNITED STATES OF AMERICA,1722.0,,ROUTH ST,,,DALLAS,752012535,45-G (DALLAS),UNASSIGNED,"PEAKS  BLKS 306,305","& ABND ROUTH,BOLL STS & ABND",IMPS ONLY.  SEE 000305000A01A000,VOL2005134/10034 DD07112005 CO-DC,0306 000   00500      1000306 000,07/12/2005,000305000A01A0000,,1DSJ7C,2101LF,1722 ROUTH ST DALLAS
75201,DALLAS,3867656.63197743,Convenience Store,DALLAS,-10775253.9349115,32.791462,,,,7-eleven Convenience Store 33624A,TX,149001.0,1722 ROUTH ST,1307036.0,2535,-96.795753,1722 ROUTH ST DALLAS,000305000A01A0000,000305000A01A0000,2024.0,LAND ONLY,0.0,0.0,0.0,UNASSIGNED,0.0,UNASSIGNED,0.0,0.0,UNASSIGNED,UNASSIGNED,UNASSIGNED,0.0,0.0,LAND ONLY - ONE ARTS PLAZA-COMM SPTD CODE,UNASSIGNED,UNASSIGNED,0.0,0.0,0.0,0.0,,,,COST,UNASSIGNED,0.0,2024.0,COM,LAND ONLY - ONE ARTS PLAZA-COMM SPTD CODE,BILLINGSLEY ARTS PARTNERS LTD,,N,,1722 ROUTH ST,,,DALLAS,TEXAS,752012535.0,UNITED STATES OF AMERICA,1722.0,,ROUTH ST,,,DALLAS,752012535,45-G (DALLAS),UNASSIGNED,ARTS PLAZA PH 1 REV,BLK A/305 LT 1A  ACS 4.017,,INT201000283231 DD06292010 CO-DC,0305 00A   01A00      7DA0305 00A,11/04/2010,000305000A01A0000,,1DSJ7C,UNASSIGNED,1722 ROUTH ST DALLAS
